Id,does-bruise-or-bleed,habitat,season,cap-diameter,stem-height,stem-width,class
42250,f,g,a,6.58,5.78,12.85,0
16953,f,d,a,6.36,5.81,15.4,1
44626,f,d,a,7.58,12.58,16.58,1
10486,f,d,w,4.57,5.55,4.06,0
22272,t,d,u,7.67,8.12,15.59,0
9113,f,h,a,8.27,9.94,10.45,1
49111,t,d,u,7.9,6.01,12.33,0
36786,f,d,a,6.16,7.72,10.02,1
2324,f,d,u,6.57,12.07,12.12,1
3577,f,m,a,3.1,4.33,3.56,1
45829,f,d,w,0.92,2.62,1.13,0
19908,f,g,a,5.35,6.4,7.7,1
12060,f,d,a,2.8,4.85,5.69,1
9489,f,g,u,2.95,5.12,3.14,0
47728,f,g,a,4.95,10.17,6.03,1
12431,f,g,a,1.69,7.07,2.19,0
39621,f,d,a,4.21,6.29,6.8,1
46012,f,g,s,1.24,5.08,2.44,0
1423,f,d,u,7.23,10.41,12.34,1
25163,f,d,a,19.64,7.97,28.53,0
58987,f,d,u,4.33,2.8,4.02,1
26812,f,d,a,9.36,7.15,13.27,1
46597,f,d,u,3.18,5.76,6.08,0
41979,f,g,s,1.27,3.87,1.37,1
52974,f,g,u,7.16,7.8,13.06,0
51922,t,d,u,7.3,10.14,22.68,0
6361,f,d,a,5.91,4.56,7.15,0
4665,f,d,w,2.41,7.06,4.69,0
5011,f,d,w,11.15,6.98,17.86,0
5739,f,d,a,11.94,7.43,24.11,0
57771,f,d,w,3.79,0.0,0.0,1
3426,t,g,a,16.54,10.79,18.5,0
40993,f,d,a,5.81,5.22,5.7,1
11261,f,d,a,2.67,8.92,2.7,1
8289,f,l,u,2.45,6.96,3.93,1
41426,f,d,u,11.0,12.85,23.23,1
47887,f,g,u,3.63,11.08,5.94,1
7198,f,g,u,3.2,2.82,6.9,1
7617,f,l,u,4.59,6.02,4.95,1
30875,t,d,u,6.93,5.34,11.49,1
40357,f,d,a,7.8,5.25,6.67,1
39548,f,d,u,4.85,6.08,6.65,1
534,f,d,a,6.29,6.37,13.51,1
4796,f,d,u,2.6,5.73,4.19,0
35845,f,d,w,4.62,5.29,6.88,1
41752,f,d,a,1.65,4.63,1.61,1
28482,t,d,a,11.61,5.0,25.02,1
59374,f,d,a,4.33,6.31,34.91,1
55962,f,d,a,7.86,5.51,27.06,0
59019,f,d,u,5.66,3.58,6.62,1
52186,t,d,u,7.75,12.85,25.87,0
25538,f,d,u,8.29,6.11,17.24,1
4526,f,h,a,1.73,3.91,3.03,0
58699,f,d,w,20.55,6.89,47.5,1
25016,f,d,a,7.31,4.08,14.43,0
32262,f,g,u,3.74,4.73,3.7,1
40521,f,d,a,7.78,6.08,8.05,1
27110,t,d,a,12.35,6.46,26.44,0
43131,t,g,u,7.28,8.15,13.86,1
47116,f,g,u,1.28,4.66,2.45,1
49220,t,d,u,8.25,6.28,13.69,0
30458,t,d,a,7.16,5.83,17.15,0
17492,f,m,s,7.42,5.91,26.84,0
31930,f,g,u,3.62,3.73,3.23,1
15713,t,d,u,6.72,5.77,17.02,1
31382,f,d,w,10.83,6.83,10.56,0
10227,f,d,a,0.77,4.43,1.1,1
9976,f,d,u,0.64,3.88,0.86,1
39203,t,g,s,5.92,6.68,12.9,1
2821,f,d,a,5.85,13.13,13.33,0
29974,t,d,a,3.24,4.08,6.16,0
38835,f,d,a,3.81,4.35,5.79,1
20529,f,g,w,4.77,5.07,6.99,0
23096,f,d,u,15.83,12.65,33.51,1
37119,f,d,u,3.09,4.96,6.37,1
3258,t,d,u,14.12,8.99,15.72,0
17142,f,d,a,6.99,6.28,14.26,1
11134,f,d,u,2.41,8.23,2.42,1
53611,t,d,u,12.28,5.37,13.66,1
60488,f,d,s,5.97,6.22,20.54,0
51901,t,d,u,6.77,11.26,25.74,0
1449,f,d,a,7.06,10.09,12.56,1
14836,f,d,u,8.0,9.32,15.24,0
22791,f,d,a,8.35,6.47,16.13,1
6664,f,l,a,6.3,4.02,7.07,0
51780,f,d,u,17.92,17.0,35.52,0
11674,t,d,a,1.21,5.47,0.95,0
16093,f,d,a,5.13,5.17,10.84,0
9735,f,d,u,1.16,3.22,1.72,1
27240,t,d,a,18.86,7.45,29.35,1
4612,f,d,u,3.26,7.52,5.26,0
18449,f,d,a,8.3,7.93,16.61,1
48932,t,d,a,10.7,8.13,23.01,0
21632,f,d,u,6.22,5.13,12.95,0
21807,f,d,u,7.81,6.73,16.72,0
55050,f,d,a,4.21,6.33,7.34,0
55980,f,d,a,6.98,4.4,19.76,0
2190,f,d,a,7.06,13.03,12.29,1
27449,t,d,u,18.11,6.85,30.65,1
30036,t,d,a,8.44,8.24,15.42,1
46773,f,d,a,3.48,5.37,6.09,0
19306,f,g,u,4.32,5.87,7.33,1
13620,f,h,a,1.7,2.13,2.79,1
57639,f,d,s,4.6,0.0,0.0,1
21541,f,d,w,7.42,6.38,15.97,0
14165,f,d,u,6.77,6.86,6.22,0
12492,f,d,u,1.43,5.99,1.77,0
20798,f,m,a,2.92,3.72,5.25,0
18820,f,g,a,2.76,3.21,5.54,0
31686,f,d,a,6.61,5.13,8.94,0
10723,f,d,a,2.18,4.77,2.06,1
12445,f,h,a,1.57,5.99,2.54,0
30986,t,d,u,8.85,4.84,12.55,1
13571,f,d,u,1.5,2.42,2.49,1
51994,t,d,u,6.94,11.19,23.34,0
12319,f,d,u,3.5,4.78,4.88,1
48666,f,d,u,21.88,19.06,79.5,0
486,f,d,a,6.92,9.18,18.11,1
3642,f,d,u,3.72,5.17,3.57,1
3506,t,g,u,15.74,10.4,17.56,0
52866,t,d,a,8.97,7.23,17.72,0
19885,f,g,a,5.59,8.54,8.87,1
45679,f,d,a,0.83,3.16,1.57,0
25771,f,d,a,4.9,3.73,13.01,1
17261,f,d,a,5.51,6.11,13.67,1
16322,f,d,a,4.77,4.4,6.75,0
44980,f,d,a,3.61,4.96,4.15,1
1111,t,d,a,11.57,11.97,18.65,0
19292,f,g,a,4.41,5.65,6.82,1
51717,f,d,a,20.25,18.22,36.63,0
6709,f,d,u,4.9,7.18,8.63,0
32775,f,g,u,3.69,4.05,2.64,1
27472,t,d,w,17.07,8.2,34.03,1
31054,t,d,u,9.61,5.87,13.53,1
54166,f,d,u,4.74,3.16,6.24,1
24136,f,d,u,7.22,8.42,23.67,0
11103,f,d,u,2.18,6.59,2.36,1
53348,t,d,u,9.71,6.08,15.07,1
44208,f,d,s,4.88,10.46,12.09,1
410,f,d,u,6.25,6.99,14.21,1
54685,f,d,u,7.82,5.62,13.57,0
28778,t,d,u,5.52,5.04,7.26,1
37854,f,g,u,1.14,4.3,2.68,1
33611,f,g,u,6.42,3.33,6.91,0
32257,f,m,a,4.21,6.48,4.73,1
50712,f,d,a,3.09,3.99,9.19,0
55669,f,d,w,11.94,2.51,14.65,0
11611,f,l,u,1.59,5.39,1.75,0
33628,f,g,a,8.08,3.49,10.74,0
35366,f,d,a,7.18,8.39,8.28,1
11132,f,d,a,2.45,8.23,2.56,1
27269,t,d,w,12.97,6.67,24.39,1
36237,f,d,w,6.1,4.76,5.38,0
34602,f,d,u,2.3,6.93,3.14,1
27744,t,d,a,5.84,5.64,8.81,1
1412,f,d,a,9.71,11.19,16.64,1
30532,t,d,a,9.15,6.45,17.16,0
14568,f,d,s,5.82,7.89,6.83,0
18086,f,g,u,7.66,6.7,10.14,0
25442,f,d,a,6.97,6.07,16.38,1
42616,f,w,a,5.79,5.11,13.12,0
24023,f,d,u,6.98,7.22,17.4,0
45019,f,d,a,2.88,5.58,4.54,1
35386,f,d,u,7.22,9.87,10.45,1
19876,f,m,a,5.13,6.39,7.69,1
33315,f,d,u,13.95,8.05,16.55,1
31890,f,g,u,4.25,4.14,3.02,1
59211,f,d,u,5.77,3.65,6.7,1
57773,f,d,s,4.39,0.0,0.0,1
5186,f,l,a,12.8,8.68,21.81,0
50169,t,d,u,9.93,7.32,22.01,1
22658,f,d,a,7.58,6.82,18.89,1
49718,t,d,u,6.27,7.28,15.87,0
12791,f,d,a,0.78,3.47,0.75,1
14870,f,d,w,7.43,7.32,13.11,0
58193,f,d,a,2.93,0.0,0.0,1
49310,t,d,u,6.64,5.28,12.18,0
17299,f,d,s,6.19,5.13,21.43,0
53730,f,d,u,9.43,6.52,31.34,1
45719,f,d,s,0.63,2.4,1.38,0
12329,f,l,a,3.88,5.16,4.68,1
40487,f,d,w,7.69,6.1,8.33,1
19348,f,g,a,3.47,5.24,6.43,1
46766,f,d,u,4.07,6.35,6.78,0
49183,t,d,u,7.3,5.41,11.99,0
13660,f,h,a,1.46,2.07,2.37,1
26136,f,d,a,9.77,6.53,20.84,0
30110,t,d,a,7.83,8.35,15.32,1
18812,f,m,a,2.97,2.94,4.97,0
7116,f,g,u,2.85,2.7,7.6,1
46164,f,g,a,1.46,4.8,2.23,0
54806,f,d,a,2.98,6.06,6.7,0
27334,t,d,w,15.93,7.89,30.34,1
53538,t,h,a,11.28,6.77,14.59,1
3062,f,d,a,19.38,27.07,22.44,0
28602,t,d,u,8.02,5.83,10.58,1
15568,t,d,a,7.31,6.71,16.43,1
17541,f,m,u,9.23,6.42,29.33,0
21690,f,d,u,6.27,6.55,14.48,0
54567,f,d,u,5.78,4.57,12.59,0
14378,f,d,a,6.07,5.87,5.01,0
29369,t,d,u,3.27,4.05,6.31,1
12107,f,d,u,3.43,5.47,5.92,1
32052,f,g,a,3.78,4.15,3.11,1
41050,f,d,u,6.14,6.2,6.15,1
12751,f,d,a,0.62,3.4,0.72,1
5112,f,d,a,9.93,8.66,22.83,0
59446,f,p,a,4.37,5.84,34.1,1
6660,f,l,a,5.81,6.0,8.28,0
11344,f,l,u,1.37,4.86,1.3,0
56365,f,d,a,5.85,1.16,12.05,1
39212,t,g,s,4.3,6.78,12.57,1
17644,f,m,s,6.69,6.12,30.92,0
26932,t,d,a,14.21,6.81,26.78,0
54164,f,h,u,6.37,4.08,7.27,1
25914,f,d,a,5.22,3.03,12.19,1
42045,f,g,u,8.23,5.86,13.32,0
60125,f,d,u,12.04,3.23,25.83,1
21916,f,d,u,5.0,4.69,10.01,0
55691,f,d,w,10.05,2.5,14.74,0
53480,t,h,u,12.99,6.54,16.05,1
41238,f,d,u,6.8,5.54,6.89,1
54947,f,d,a,3.73,5.95,6.69,0
46803,f,d,a,3.86,5.62,6.37,0
34943,f,m,a,1.8,6.02,2.6,1
12424,f,g,a,1.27,6.03,1.55,0
38864,f,d,a,3.68,4.46,6.18,1
35884,f,d,w,5.05,3.76,5.32,1
16393,f,d,u,5.66,4.36,8.17,0
23662,f,d,u,3.46,5.98,8.09,1
14191,f,d,w,5.33,4.9,4.2,0
56032,f,d,a,10.11,5.19,26.34,0
60354,f,d,u,10.54,3.63,27.92,1
34230,f,d,a,6.92,4.08,9.21,1
30644,t,d,u,11.26,5.27,16.98,0
11533,f,d,a,1.44,5.17,1.59,0
45927,f,d,u,1.06,3.7,1.94,0
56832,f,d,u,4.87,0.0,0.0,1
57998,f,d,w,3.01,0.0,0.0,1
60003,f,d,a,3.15,2.72,13.04,1
14412,f,d,w,6.88,6.62,5.55,0
11981,t,h,u,1.14,5.68,0.97,0
39475,t,g,s,4.47,7.7,12.7,1
54662,f,d,a,7.11,5.76,15.17,0
20089,f,m,u,5.63,6.93,7.67,1
43296,t,d,a,6.41,7.7,12.62,1
27200,t,d,w,19.66,8.84,34.33,1
6138,f,l,a,5.52,4.67,8.93,1
15129,f,d,u,13.24,9.4,16.88,0
20482,f,g,a,3.62,4.13,5.74,0
13418,f,h,a,1.8,2.29,2.61,1
7984,f,d,a,3.83,4.95,3.15,1
14328,f,d,u,5.23,4.83,4.09,0
57603,f,d,a,4.24,0.0,0.0,1
13348,f,g,a,0.87,5.61,1.03,1
54820,f,d,a,3.94,6.73,8.62,0
50550,f,d,a,3.78,4.72,10.13,0
57718,f,d,u,3.78,0.0,0.0,1
886,f,d,u,12.83,10.73,14.75,1
15565,t,d,u,7.75,4.11,14.44,1
38230,f,h,a,8.92,9.21,14.28,1
24086,f,d,a,8.83,6.35,21.6,0
36889,f,d,a,6.84,8.18,10.08,1
43417,t,g,u,6.75,8.06,14.22,1
18896,f,m,w,4.58,3.9,6.18,0
26337,f,d,a,10.72,6.67,21.25,0
38428,f,h,a,7.16,8.35,11.94,1
55333,f,d,a,4.48,7.54,44.96,0
40503,f,d,w,7.09,5.52,8.23,1
273,f,d,u,18.31,19.29,18.94,1
12527,f,h,u,1.5,6.63,2.2,0
21466,f,d,a,3.8,6.1,8.29,0
54204,f,h,u,5.45,3.12,6.27,1
1878,f,d,u,5.24,5.9,11.99,0
26061,f,d,a,5.87,3.18,12.04,1
26664,f,d,a,8.47,6.54,12.09,1
29869,t,d,a,4.32,5.08,6.52,0
41754,f,d,u,1.66,3.67,1.39,1
38478,t,d,a,7.45,8.86,20.22,1
15024,f,d,u,9.57,8.35,13.55,0
48051,f,g,u,7.55,7.8,8.0,1
37698,f,m,a,1.42,6.81,2.47,1
10676,f,d,u,1.98,5.19,2.2,1
41767,f,d,s,1.47,4.41,1.43,1
48119,f,g,u,8.49,7.83,8.13,1
48738,t,d,u,13.57,8.05,21.82,0
32216,f,m,a,3.87,5.67,3.87,1
48404,f,d,u,16.7,16.6,64.67,0
529,f,d,u,6.43,6.84,13.03,1
42871,t,m,a,14.76,10.79,18.07,0
40743,f,d,u,2.68,5.16,5.95,1
16805,f,d,a,7.37,8.88,11.84,0
10585,f,d,u,4.01,5.92,3.47,0
6221,f,l,w,6.42,4.81,9.11,1
18361,f,d,a,9.48,6.96,17.24,1
3068,f,d,a,18.36,27.93,20.07,0
11935,t,d,a,1.11,5.34,0.92,0
7540,f,l,u,4.51,6.9,5.17,1
46025,f,d,s,1.75,5.07,2.44,0
19907,f,m,a,5.1,6.95,6.87,1
47991,f,g,u,5.08,12.35,7.32,1
16573,f,d,u,3.99,4.32,6.89,0
46677,f,d,u,3.26,5.69,6.12,0
15416,f,d,a,9.2,6.09,24.91,0
42345,f,m,u,6.72,5.52,12.43,0
26446,f,d,w,11.29,7.19,24.27,0
14093,f,d,a,5.95,11.58,6.5,1
26944,t,d,a,14.03,7.05,26.39,0
26556,f,d,a,6.07,6.24,10.44,1
15499,f,d,a,10.82,6.75,23.8,0
54029,f,d,u,4.92,3.09,6.09,1
32635,f,g,u,2.84,3.86,2.59,1
41529,f,d,u,10.9,9.69,20.87,1
58629,f,d,a,14.01,5.85,48.84,1
45385,f,d,a,2.81,6.59,2.95,0
28313,t,g,a,12.51,5.43,23.35,1
5953,f,l,w,12.38,6.65,22.72,0
7867,f,d,a,2.74,4.76,2.89,1
28542,t,d,a,15.76,5.25,27.55,1
32144,f,m,a,3.89,6.8,4.86,1
8415,f,l,u,4.12,7.88,4.27,1
11130,f,d,a,2.7,9.58,2.73,1
4164,f,g,u,3.58,5.11,3.5,1
41714,f,h,s,1.27,3.75,1.42,1
23402,f,d,u,3.8,4.42,6.9,1
26489,f,d,a,7.39,6.51,11.62,1
15526,f,d,a,9.91,5.73,24.69,0
3671,f,m,a,3.18,4.24,3.42,1
8644,f,l,a,6.92,7.95,11.17,0
35812,f,d,w,4.09,4.63,6.29,1
2710,f,d,u,6.22,10.86,11.86,0
34934,f,d,s,2.16,5.5,2.75,1
37454,f,m,u,1.74,7.71,2.62,1
8756,f,l,a,5.85,7.57,11.08,0
60684,f,d,s,5.13,4.65,19.02,0
4146,f,d,u,3.38,5.34,3.42,1
11554,f,d,a,1.71,5.3,1.48,0
52947,t,d,u,9.41,8.23,18.83,0
36539,f,d,w,5.25,8.05,7.48,1
8707,f,l,a,6.45,6.29,10.24,0
31693,f,d,a,5.63,4.18,8.67,0
42012,f,m,u,6.16,5.32,13.12,0
45747,f,d,w,1.02,3.18,1.58,0
32820,f,g,a,2.83,3.23,2.46,1
42212,f,g,u,6.66,5.82,12.87,0
14454,f,d,a,5.83,5.89,5.57,0
55479,f,d,w,10.65,2.59,14.4,0
7896,f,d,u,3.7,5.45,3.72,1
2346,f,d,a,8.05,12.57,12.34,1
22205,f,d,u,2.6,4.19,8.55,0
37410,f,m,u,4.51,6.85,7.95,1
4439,f,h,a,2.84,4.52,3.32,0
5066,f,l,a,10.73,7.76,21.38,0
59169,f,d,u,4.53,3.28,5.1,1
39814,f,d,a,4.91,6.13,7.08,1
23949,f,d,a,3.73,4.27,5.76,1
28344,t,d,a,9.21,4.76,24.98,1
59252,f,d,u,5.61,3.05,5.16,1
32273,f,m,u,4.16,5.88,4.16,1
37309,f,d,a,3.41,5.9,6.91,1
8097,f,d,u,4.11,4.63,3.51,1
23917,f,d,u,3.8,4.46,6.56,1
47461,f,g,u,2.45,7.31,2.15,1
21623,f,d,u,8.51,6.18,16.74,0
36751,f,d,a,6.45,7.7,10.98,1
9492,f,g,u,3.24,4.34,2.62,0
26015,f,d,a,6.48,4.6,14.07,1
2871,f,m,u,15.75,21.65,17.66,0
57293,f,d,a,1.44,3.09,1.45,1
4094,f,d,a,3.46,5.9,3.62,1
5233,f,d,a,12.19,7.71,19.81,0
319,f,d,w,18.1,18.35,18.7,1
30024,t,d,u,8.15,8.57,16.47,1
29453,t,d,u,3.45,3.43,6.09,1
41973,f,h,u,1.19,4.68,1.66,1
8620,f,l,w,6.14,7.13,10.05,0
49394,t,d,u,7.55,5.48,12.08,0
10048,f,d,u,0.87,4.86,1.24,1
41911,f,g,s,1.28,3.67,1.36,1
58313,f,d,u,59.46,8.23,51.31,0
51134,f,d,u,10.12,11.07,28.7,1
25197,f,d,a,13.38,6.49,17.15,0
48263,f,d,u,7.2,9.19,8.78,1
11338,f,l,a,1.51,4.79,1.27,0
45038,f,d,u,3.52,6.21,4.6,1
20313,f,d,a,5.32,4.69,10.73,0
4418,f,h,u,2.16,7.34,3.21,0
16529,f,d,u,4.71,4.5,8.46,0
12298,f,d,u,3.64,5.14,5.86,1
4857,f,d,u,3.74,6.74,5.26,0
35317,f,d,a,8.18,9.45,9.15,1
16270,f,d,u,5.19,5.3,8.77,0
15208,f,d,a,11.69,6.96,24.71,0
19028,f,m,a,2.96,2.96,5.0,0
20025,f,m,u,4.9,7.74,7.77,1
31030,t,d,a,9.18,5.52,12.66,1
39613,f,d,u,3.56,5.72,6.77,1
59736,f,d,a,3.23,4.03,14.9,1
57425,f,d,s,1.37,3.87,1.58,1
57749,f,d,s,3.52,0.0,0.0,1
56353,f,d,w,6.72,1.48,13.3,1
43318,t,d,u,7.38,7.46,13.98,1
18952,f,g,w,3.47,3.72,6.82,0
52156,t,d,a,7.99,11.78,26.71,0
50748,f,d,a,3.74,4.35,9.72,0
29052,t,d,u,5.69,6.63,6.92,1
33895,f,d,w,6.8,4.19,8.68,1
7994,f,d,u,3.8,4.48,3.0,1
28772,t,d,a,7.47,6.07,9.51,1
58195,f,d,u,3.31,0.0,0.0,1
42900,t,m,a,11.8,10.52,19.08,0
57472,f,d,s,1.55,3.79,1.65,1
5833,f,l,w,14.62,6.53,22.15,0
29136,t,d,a,5.63,6.03,5.34,1
46505,f,d,a,4.28,6.13,3.83,0
110,f,d,w,14.19,17.83,18.3,1
31200,f,d,w,8.18,6.49,9.59,0
2728,f,d,a,7.08,13.71,13.87,0
37485,f,m,u,1.57,6.49,2.36,1
53805,f,d,a,18.39,6.84,36.73,1
31494,f,d,a,5.52,6.36,10.48,0
51437,f,d,u,4.82,5.36,12.4,0
44245,f,g,a,4.75,10.22,12.41,1
1871,f,d,u,5.59,5.17,11.91,0
19922,f,m,u,5.49,7.37,7.86,1
53266,f,g,u,6.89,6.62,12.48,0
13652,f,h,a,1.49,1.98,2.58,1
54050,f,h,u,5.92,3.82,6.7,1
59565,f,p,u,4.2,4.98,25.22,1
52764,t,d,a,9.38,8.5,18.34,0
33991,f,d,a,6.75,4.47,9.37,1
3879,f,m,u,4.26,4.95,3.53,1
2126,f,d,a,7.5,13.78,13.17,1
14492,f,d,w,4.13,8.81,6.56,0
27520,t,d,u,17.19,5.7,23.82,1
1342,t,d,u,9.55,10.77,17.26,0
31010,t,d,a,8.73,4.99,12.68,1
11272,f,d,a,2.72,6.84,2.49,1
45125,f,d,a,4.02,6.61,4.61,1
25705,f,d,u,7.39,4.81,17.59,1
11228,f,d,a,2.47,7.31,2.54,1
33523,f,d,u,11.25,7.0,17.66,1
23241,f,d,a,11.11,11.78,33.87,1
23256,f,d,u,9.94,9.46,28.86,1
29832,t,d,u,3.72,5.22,5.98,0
25467,f,d,a,7.67,6.63,18.28,1
347,f,d,w,12.59,15.47,15.77,1
46725,f,d,a,2.72,5.63,6.13,0
20059,f,g,u,5.25,6.8,7.44,1
50037,t,d,u,10.98,8.21,24.38,1
58930,f,d,a,14.53,4.63,37.23,1
10792,f,d,u,2.13,4.71,1.79,1
36884,f,d,a,6.32,6.96,9.25,1
7624,f,l,a,4.83,5.79,5.13,1
58441,f,d,s,53.37,6.0,37.88,0
11506,f,d,u,1.64,4.85,1.39,0
44279,f,d,s,6.35,10.15,12.29,1
1105,t,d,a,12.09,11.15,15.99,0
53878,f,d,u,16.7,5.91,34.76,1
44540,f,d,a,8.09,17.57,18.48,1
33467,f,d,a,11.04,6.59,16.8,1
4286,f,l,u,1.87,4.73,3.06,0
34724,f,m,a,1.99,5.59,3.07,1
9741,f,l,a,0.97,2.82,1.34,1
47380,f,g,u,3.0,9.05,2.59,1
44119,f,d,w,8.29,23.38,13.02,0
20541,f,m,w,2.47,5.08,6.54,0
44433,f,d,a,6.39,10.05,12.69,1
60907,f,d,u,1.3,3.33,5.76,1
37052,f,d,a,5.87,7.22,9.24,1
42754,t,m,a,14.17,9.63,18.51,0
6310,f,l,w,6.44,5.53,10.63,1
9273,f,g,a,3.28,5.21,3.17,0
44901,f,d,a,3.01,6.23,4.64,1
60093,f,d,s,11.01,3.33,22.18,1
44380,f,g,a,5.84,8.08,10.83,1
31157,f,d,s,8.84,5.85,10.18,0
43424,t,d,a,9.49,8.91,17.13,0
16604,f,d,a,8.52,9.15,12.55,0
45172,f,d,u,3.96,6.27,4.4,1
37541,f,m,u,2.52,9.14,2.61,1
16053,f,d,u,5.48,5.72,10.64,0
28151,t,d,a,7.46,4.58,13.0,1
13788,f,d,u,6.75,10.23,7.03,1
13515,f,h,a,1.51,2.29,2.66,1
33928,f,d,a,6.13,4.41,9.73,1
16315,f,d,u,5.05,4.4,7.91,0
56317,f,d,a,5.78,1.72,15.59,1
14545,f,d,a,5.11,7.81,7.23,0
41953,f,h,s,1.27,4.24,1.46,1
59859,f,d,a,2.59,3.02,15.34,1
20617,f,g,u,3.36,4.39,6.54,0
56609,f,d,u,4.95,0.0,0.0,1
1959,f,d,a,6.71,6.68,13.91,0
46649,f,d,u,2.33,4.27,5.67,0
17735,f,g,a,8.3,9.06,15.03,0
462,f,d,u,7.72,8.98,17.12,1
51005,f,d,a,11.46,10.54,29.75,1
24715,f,d,u,6.13,3.55,10.96,0
40667,f,d,u,4.03,5.49,9.55,1
44425,f,d,s,6.0,10.11,11.86,1
2810,f,d,a,5.43,10.2,11.05,0
20169,f,d,w,7.77,6.48,12.64,0
42596,f,w,a,6.29,4.49,12.29,0
56835,f,d,a,10.75,5.07,20.65,0
24739,f,d,a,6.61,4.13,14.41,0
6934,f,d,u,4.22,6.42,6.63,0
53728,f,d,a,17.6,6.0,38.68,1
18342,f,m,a,6.29,5.66,10.09,0
2776,f,d,a,7.06,12.97,12.9,0
32013,f,g,a,2.87,4.03,2.7,1
20084,f,g,a,5.0,4.89,6.08,1
57273,f,d,w,1.51,3.5,1.45,1
20032,f,g,u,5.61,6.29,7.81,1
57184,f,d,a,11.46,5.11,20.01,0
151,f,d,w,13.46,16.92,15.3,1
7516,f,d,u,5.06,5.5,4.85,1
5584,f,d,w,8.32,5.79,19.58,0
22947,f,d,u,11.47,11.2,31.23,1
5268,f,d,a,8.77,7.28,19.28,0
43374,t,g,a,9.17,9.61,16.83,1
28557,t,g,u,12.21,4.52,22.99,1
60706,f,d,s,5.86,5.49,20.8,0
26024,f,d,a,4.77,3.07,12.51,1
37733,f,m,s,1.99,5.37,2.09,1
49002,t,d,u,9.66,6.9,22.4,0
29591,t,d,u,2.84,3.58,6.7,1
58163,f,d,w,3.47,0.0,0.0,1
6576,f,h,a,7.33,5.04,8.43,0
5453,f,g,w,9.59,7.41,22.27,0
42914,t,m,a,11.44,8.31,17.18,0
30323,t,d,u,7.38,7.1,14.11,1
52519,f,d,a,6.7,5.59,14.29,0
57770,f,d,s,3.91,0.0,0.0,1
19521,f,h,a,3.33,3.04,5.61,1
53662,f,d,a,19.47,5.65,37.51,1
12532,f,g,a,1.32,5.04,1.32,0
26470,f,d,a,9.05,6.74,20.13,0
42046,f,m,u,7.1,4.53,12.22,0
55643,f,d,a,12.35,2.56,16.46,0
40845,f,d,a,3.77,5.23,7.83,1
31769,f,d,u,5.58,5.64,9.88,0
52705,t,d,a,8.01,6.81,16.32,0
46477,f,d,u,5.3,6.85,3.79,0
33309,f,d,a,10.11,8.02,17.35,1
13043,f,d,a,0.83,3.74,0.78,1
27023,t,d,a,11.4,5.73,25.89,0
4289,f,h,u,2.12,7.31,3.5,0
51961,t,d,u,7.92,10.95,27.15,0
59468,f,d,a,4.39,6.16,30.55,1
25336,f,d,u,15.74,5.68,18.96,0
16601,f,d,a,7.9,9.35,13.48,0
4968,f,l,w,8.57,7.17,17.98,0
52848,t,d,a,10.41,8.33,18.74,0
24221,f,d,u,6.86,4.2,13.37,0
59461,f,p,a,3.01,5.3,29.47,1
38463,f,h,a,9.34,10.55,12.82,1
53311,t,h,u,12.98,6.31,16.48,1
23154,f,d,a,11.54,8.87,31.47,1
8423,f,l,a,4.23,9.9,4.97,1
47058,f,g,u,1.56,5.59,2.67,1
51504,f,d,u,4.37,5.24,11.84,0
29291,t,d,u,6.05,5.93,6.29,1
50143,t,d,a,10.11,7.06,25.85,1
37001,f,d,a,6.01,8.48,10.06,1
55038,f,d,a,3.77,6.8,8.18,0
7053,f,d,u,4.53,5.22,7.11,0
50557,f,d,a,3.22,4.21,9.51,0
56404,f,d,w,6.24,1.45,14.98,1
53624,t,d,a,9.88,5.87,14.75,1
12378,f,h,u,1.09,5.21,1.7,0
29687,t,d,u,3.14,4.54,6.44,0
14656,f,d,w,5.54,5.12,5.23,0
24188,f,d,a,5.24,4.68,15.0,0
4491,f,h,a,3.04,6.59,3.2,0
8189,f,d,a,3.35,7.74,4.04,1
13868,f,d,u,7.76,13.18,8.29,1
5881,f,l,w,13.88,11.02,26.21,0
59033,f,d,u,5.35,3.65,5.92,1
18401,f,d,a,10.66,6.65,16.07,1
51899,t,d,a,7.84,10.34,21.89,0
23259,f,d,a,9.62,10.68,30.27,1
26662,f,d,a,8.6,6.7,11.51,1
13485,f,h,a,1.38,1.87,2.37,1
19916,f,g,u,5.4,7.92,8.44,1
999,f,d,u,13.4,10.85,15.4,1
13303,f,g,u,0.64,4.68,0.92,1
54219,f,d,a,4.36,3.47,6.21,1
49412,t,d,a,6.38,4.52,11.36,0
33535,f,g,a,5.39,3.32,7.49,0
52990,f,d,a,7.43,6.82,11.66,0
29254,t,d,a,6.38,6.15,6.39,1
36151,f,d,w,4.9,4.56,5.48,0
3858,f,d,u,2.88,5.01,3.59,1
18993,f,g,w,3.1,3.87,6.63,0
20598,f,g,a,4.04,4.67,7.37,0
31395,f,d,u,7.86,7.1,9.72,0
51729,f,d,a,15.51,14.83,34.91,0
1198,t,d,a,7.84,11.03,14.82,0
24126,f,d,a,6.69,7.33,17.44,0
30350,t,d,u,9.73,7.44,13.91,1
48696,f,d,a,17.75,16.52,81.19,0
55393,f,d,u,4.53,7.47,64.8,0
7143,f,g,u,3.13,2.95,7.71,1
31982,f,g,u,3.07,4.18,3.03,1
51287,f,d,a,4.41,5.89,10.35,0
1842,f,d,u,7.04,6.01,11.88,0
